Timestamp,Occupancy,Capacity,QueueLength,TrafficNumeric,IsSpecialDay,VehicleWeight,ID,Latitude,Longitude
2016-10-04 09:32:00,1036,2937,3,1,0,1.0,13123,26.14749053,91.72799688
2016-10-04 09:32:00,590,1322,3,1,0,0.3,14435,26.14754886,91.72799519
2016-10-04 09:32:00,530,690,2,1,0,1.0,7875,26.13795775,91.74099445
2016-10-04 09:32:00,932,3103,3,1,0,1.0,15747,26.14749998,91.72797778
2016-10-04 09:32:00,420,2803,2,1,0,0.5,10499,26.14754061,91.72797041
2016-10-04 09:32:00,1004,2009,3,1,0,1.0,9187,26.14747299,91.72804914
2016-10-04 09:32:00,107,577,2,1,0,1.0,3,26.14453614,91.73617216
2016-10-04 09:32:00,1121,1920,3,1,0,0.3,17059,26.15050395,91.73353109
2016-10-04 09:32:00,2502,3883,3,1,0,0.5,11811,26.14749943,91.72800489
2016-10-04 09:32:00,414,687,2,1,0,1.5,3939,20.0000347,78.00000286
2016-10-04 09:32:00,552,1200,2,1,0,0.5,5251,26.14001386,91.73099967
2016-10-04 09:32:00,302,485,3,1,0,1.5,6563,26.14004753,91.73097233
2016-10-04 09:59:00,638,1200,2,1,0,1.0,5252,26.14001386,91.73099967
2016-10-04 09:59:00,1254,1920,3,1,0,1.5,17060,26.15050395,91.73353109
2016-10-04 09:59:00,657,1322,3,1,0,1.5,14436,26.14754886,91.72799519
2016-10-04 09:59:00,397,470,2,1,0,0.5,2628,26.14901995,91.7395035
2016-10-04 09:59:00,1052,3103,3,1,0,0.3,15748,26.14749998,91.72797778
2016-10-04 09:59:00,476,2803,3,1,0,1.0,10500,26.14754061,91.72797041
2016-10-04 09:59:00,236,387,2,1,0,1.0,1316,26.14449459,91.73620513
2016-10-04 09:59:00,1142,2009,3,1,0,1.0,9188,26.14747299,91.72804914
2016-10-04 09:59:00,1163,2937,3,1,0,1.0,13124,26.14749053,91.72799688
2016-10-04 09:59:00,600,690,2,1,0,1.0,7876,26.13795775,91.74099445
2016-10-04 09:59:00,327,485,3,2,0,1.0,6564,26.14004753,91.73097233
2016-10-04 09:59:00,150,577,2,1,0,0.5,4,26.14453614,91.73617216
2016-10-04 09:59:00,2802,3883,3,1,0,1.5,11812,26.14749943,91.72800489
2016-10-04 09:59:00,485,687,3,1,0,1.0,3940,20.0000347,78.00000286
2016-10-04 10:26:00,715,1322,3,1,0,1.0,14437,26.14754886,91.72799519
2016-10-04 10:26:00,430,470,3,1,0,1.0,2629,26.14901995,91.7395035
2016-10-04 10:26:00,1142,3103,4,1,0,1.0,15749,26.14749998,91.72797778
2016-10-04 10:26:00,642,690,4,1,0,1.0,7877,26.13795775,91.74099445
2016-10-04 10:26:00,177,577,3,1,0,1.0,5,26.14453614,91.73617216
2016-10-04 10:26:00,1245,2009,4,1,0,1.5,9189,26.14747299,91.72804914
2016-10-04 10:26:00,525,2803,4,1,0,0.3,10501,26.14754061,91.72797041
2016-10-04 10:26:00,686,1200,4,2,0,1.0,5253,26.14001386,91.73099967
2016-10-04 10:26:00,1257,2937,3,1,0,1.0,13125,26.14749053,91.72799688
2016-10-04 10:26:00,3035,3883,5,1,0,1.0,11813,26.14749943,91.72800489
2016-10-04 10:26:00,1324,1920,4,1,0,1.0,17061,26.15050395,91.73353109
2016-10-04 10:26:00,530,687,5,2,0,1.0,3941,20.0000347,78.00000286
2016-10-04 10:26:00,351,485,3,1,0,1.0,6565,26.14004753,91.73097233
2016-10-04 10:26:00,264,387,3,1,0,1.0,1317,26.14449459,91.73620513
2016-10-04 10:59:00,1387,1920,5,2,0,1.0,17062,26.15050395,91.73353109
2016-10-04 10:59:00,729,1200,4,2,0,1.0,5254,26.14001386,91.73099967
2016-10-04 10:59:00,1354,2937,7,3,0,0.5,13126,26.14749053,91.72799688
2016-10-04 10:59:00,1210,3103,5,2,0,1.0,15750,26.14749998,91.72797778
2016-10-04 10:59:00,3169,3883,6,2,0,1.0,11814,26.14749943,91.72800489
2016-10-04 10:59:00,573,687,4,2,0,1.0,3942,20.0000347,78.00000286
2016-10-04 10:59:00,675,690,4,2,0,0.5,7878,26.13795775,91.74099445
2016-10-04 10:59:00,371,485,6,3,0,1.0,6566,26.14004753,91.73097233
2016-10-04 10:59:00,791,1322,4,2,0,1.0,14438,26.14754886,91.72799519
2016-10-04 10:59:00,219,577,6,3,0,1.5,6,26.14453614,91.73617216
2016-10-04 10:59:00,308,387,4,2,0,1.0,1318,26.14449459,91.73620513
2016-10-04 10:59:00,574,2803,4,2,0,1.5,10502,26.14754061,91.72797041
2016-10-04 10:59:00,458,470,6,3,0,0.3,2630,26.14901995,91.7395035
2016-10-04 10:59:00,1364,2009,5,2,0,0.5,9190,26.14747299,91.72804914
2016-10-04 11:25:00,1428,1920,6,2,0,1.5,17063,26.15050395,91.73353109
2016-10-04 11:25:00,765,1200,5,2,0,1.0,5255,26.14001386,91.73099967
2016-10-04 11:25:00,247,577,5,2,0,1.0,7,26.14453614,91.73617216
2016-10-04 11:25:00,820,1322,5,2,0,1.5,14439,26.14754886,91.72799519
2016-10-04 11:25:00,1369,2937,6,2,0,0.5,13127,26.14749053,91.72799688
2016-10-04 11:25:00,1424,2009,6,2,0,0.5,9191,26.14747299,91.72804914
2016-10-04 11:25:00,464,470,5,2,0,1.0,2631,26.14901995,91.7395035
2016-10-04 11:25:00,1241,3103,9,3,0,1.5,15751,26.14749998,91.72797778
2016-10-04 11:25:00,3221,3883,7,2,0,1.5,11815,26.14749943,91.72800489
2016-10-04 11:25:00,604,687,5,2,0,0.5,3943,20.0000347,78.00000286
2016-10-04 11:25:00,588,2803,5,2,0,1.5,10503,26.14754061,91.72797041
2016-10-04 11:25:00,324,387,5,2,0,0.5,1319,26.14449459,91.73620513
2016-10-04 11:25:00,373,485,7,3,0,1.5,6567,26.14004753,91.73097233
2016-10-04 11:25:00,672,690,6,2,0,1.0,7879,26.13795775,91.74099445
2016-10-04 11:59:00,1288,3103,6,2,0,0.5,15752,26.14749998,91.72797778
2016-10-04 11:59:00,3248,3883,7,2,0,0.5,11816,26.14749943,91.72800489
2016-10-04 11:59:00,259,577,5,2,0,0.3,8,26.14453614,91.73617216
2016-10-04 11:59:00,1390,2937,6,2,0,1.0,13128,26.14749053,91.72799688
2016-10-04 11:59:00,605,2803,5,2,0,1.0,10504,26.14754061,91.72797041
2016-10-04 11:59:00,332,387,5,2,0,1.0,1320,26.14449459,91.73620513
2016-10-04 11:59:00,1470,2009,6,2,0,0.5,9192,26.14747299,91.72804914
2016-10-04 11:59:00,836,1322,8,3,0,1.0,14440,26.14754886,91.72799519
2016-10-04 11:59:00,677,690,7,3,0,1.0,7880,26.13795775,91.74099445
2016-10-04 11:59:00,1447,1920,6,2,0,1.0,17064,26.15050395,91.73353109
2016-10-04 11:59:00,381,485,7,3,0,1.0,6568,26.14004753,91.73097233
2016-10-04 11:59:00,771,1200,6,2,0,1.0,5256,26.14001386,91.73099967
2016-10-04 11:59:00,634,687,5,2,0,0.5,3944,20.0000347,78.00000286
2016-10-04 11:59:00,460,470,5,2,0,0.5,2632,26.14901995,91.7395035
2016-10-04 12:29:00,1460,1920,10,3,0,0.3,17065,26.15050395,91.73353109
2016-10-04 12:29:00,3251,3883,11,3,0,1.0,11817,26.14749943,91.72800489
2016-10-04 12:29:00,266,577,8,3,0,0.5,9,26.14453614,91.73617216
2016-10-04 12:29:00,1397,2937,10,3,0,1.0,13129,26.14749053,91.72799688
2016-10-04 12:29:00,779,1200,9,3,0,0.3,5257,26.14001386,91.73099967
2016-10-04 12:29:00,1484,2009,10,3,0,1.0,9193,26.14747299,91.72804914
2016-10-04 12:29:00,464,470,8,3,0,1.0,2633,26.14901995,91.7395035
2016-10-04 12:29:00,604,2803,9,3,0,1.0,10505,26.14754061,91.72797041
2016-10-04 12:29:00,683,690,9,3,0,1.0,7881,26.13795775,91.74099445
2016-10-04 12:29:00,334,387,8,3,0,1.0,1321,26.14449459,91.73620513
2016-10-04 12:29:00,648,687,9,3,0,0.5,3945,20.0000347,78.00000286
2016-10-04 12:29:00,1297,3103,10,3,0,1.5,15753,26.14749998,91.72797778
2016-10-04 12:29:00,836,1322,9,3,0,1.0,14441,26.14754886,91.72799519
2016-10-04 12:29:00,379,485,6,2,0,1.0,6569,26.14004753,91.73097233
2016-10-04 12:56:00,374,485,8,3,0,0.5,6570,26.14004753,91.73097233
2016-10-04 13:02:00,1448,1920,9,3,0,1.0,17066,26.15050395,91.73353109
2016-10-04 13:02:00,810,1322,8,3,0,1.0,14442,26.14754886,91.72799519
2016-10-04 13:02:00,3232,3883,10,3,0,1.0,11818,26.14749943,91.72800489
2016-10-04 13:02:00,269,577,7,3,0,1.0,10,26.14453614,91.73617216
2016-10-04 13:02:00,1288,3103,9,3,0,0.5,15754,26.14749998,91.72797778
2016-10-04 13:02:00,660,690,8,3,0,0.5,7882,26.13795775,91.74099445
2016-10-04 13:02:00,333,387,7,3,0,1.0,1322,26.14449459,91.73620513
2016-10-04 13:02:00,1461,2009,8,3,0,0.5,9194,26.14747299,91.72804914
2016-10-04 13:02:00,458,470,8,3,0,1.0,2634,26.14901995,91.7395035
2016-10-04 13:02:00,651,687,6,2,0,1.5,3946,20.0000347,78.00000286
2016-10-04 13:02:00,1367,2937,9,3,0,1.0,13130,26.14749053,91.72799688
2016-10-04 13:02:00,773,1200,7,3,0,1.5,5258,26.14001386,91.73099967
2016-10-04 13:02:00,596,2803,8,3,0,1.0,10506,26.14754061,91.72797041
2016-10-04 13:29:00,648,687,8,3,0,1.0,3947,20.0000347,78.00000286
2016-10-04 13:29:00,375,485,7,3,0,0.5,6571,26.14004753,91.73097233
2016-10-04 13:29:00,263,577,7,3,0,1.0,11,26.14453614,91.73617216
2016-10-04 13:29:00,758,1200,6,2,0,1.0,5259,26.14001386,91.73099967
2016-10-04 13:29:00,581,2803,7,3,0,1.0,10507,26.14754061,91.72797041
2016-10-04 13:29:00,331,387,7,3,0,1.0,1323,26.14449459,91.73620513
2016-10-04 13:29:00,1432,1920,9,3,0,0.3,17067,26.15050395,91.73353109
2016-10-04 13:29:00,450,470,8,3,0,1.0,2635,26.14901995,91.7395035
2016-10-04 13:29:00,3184,3883,10,3,0,0.5,11819,26.14749943,91.72800489
2016-10-04 13:29:00,811,1322,8,3,0,1.5,14443,26.14754886,91.72799519
2016-10-04 13:29:00,1459,2009,8,3,0,1.0,9195,26.14747299,91.72804914
2016-10-04 13:29:00,648,690,8,3,0,0.3,7883,26.13795775,91.74099445
2016-10-04 13:29:00,1360,2937,9,3,0,1.0,13131,26.14749053,91.72799688
2016-10-04 13:29:00,1273,3103,8,3,0,0.3,15755,26.14749998,91.72797778
2016-10-04 14:02:00,576,2803,4,2,0,1.0,10508,26.14754061,91.72797041
2016-10-04 14:02:00,815,1322,4,2,0,1.5,14444,26.14754886,91.72799519
2016-10-04 14:02:00,757,1200,5,2,0,1.0,5260,26.14001386,91.73099967
2016-10-04 14:02:00,1352,2937,5,2,0,1.0,13132,26.14749053,91.72799688
2016-10-04 14:02:00,381,485,5,2,0,1.0,6572,26.14004753,91.73097233
2016-10-04 14:02:00,1262,3103,5,2,0,1.0,15756,26.14749998,91.72797778
2016-10-04 14:02:00,3145,3883,5,2,0,1.5,11820,26.14749943,91.72800489
2016-10-04 14:02:00,238,577,5,3,0,1.0,12,26.14453614,91.73617216
2016-10-04 14:02:00,639,690,6,3,0,1.0,7884,26.13795775,91.74099445
2016-10-04 14:02:00,1430,1920,5,2,0,1.0,17068,26.15050395,91.73353109
2016-10-04 14:02:00,1452,2009,5,2,0,1.0,9196,26.14747299,91.72804914
2016-10-04 14:02:00,332,387,4,2,0,1.0,1324,26.14449459,91.73620513
2016-10-04 14:02:00,637,687,6,3,0,1.0,3948,20.0000347,78.00000286
2016-10-04 14:02:00,446,470,4,2,0,1.0,2636,26.14901995,91.7395035
2016-10-04 14:29:00,627,687,4,2,0,1.5,3949,20.0000347,78.00000286
2016-10-04 14:29:00,3113,3883,5,2,0,0.5,11821,26.14749943,91.72800489
2016-10-04 14:29:00,1318,2937,5,2,0,1.0,13133,26.14749053,91.72799688
2016-10-04 14:29:00,1429,1920,4,2,0,1.0,17069,26.15050395,91.73353109
2016-10-04 14:29:00,322,387,3,2,0,1.0,1325,26.14449459,91.73620513
2016-10-04 14:29:00,215,577,3,2,0,1.5,13,26.14453614,91.73617216
2016-10-04 14:29:00,560,2803,4,2,0,1.0,10509,26.14754061,91.72797041
2016-10-04 14:29:00,433,470,4,2,0,0.5,2637,26.14901995,91.7395035
2016-10-04 14:29:00,1420,2009,7,3,0,0.5,9197,26.14747299,91.72804914
2016-10-04 14:29:00,621,690,4,2,0,1.0,7885,26.13795775,91.74099445
2016-10-04 14:29:00,1238,3103,5,2,0,1.0,15757,26.14749998,91.72797778
2016-10-04 14:29:00,793,1322,4,2,0,0.5,14445,26.14754886,91.72799519
2016-10-04 14:29:00,373,485,4,2,0,1.0,6573,26.14004753,91.73097233
2016-10-04 14:29:00,760,1200,4,2,0,1.0,5261,26.14001386,91.73099967
2016-10-04 14:57:00,307,387,4,2,0,1.5,1326,26.14449459,91.73620513
2016-10-04 14:57:00,593,687,4,2,0,0.3,3950,20.0000347,78.00000286
2016-10-04 14:57:00,3011,3883,6,2,0,1.0,11822,26.14749943,91.72800489
2016-10-04 14:57:00,354,485,4,2,0,0.5,6574,26.14004753,91.73097233
2016-10-04 14:57:00,1381,1920,5,2,0,1.0,17070,26.15050395,91.73353109
2016-10-04 14:57:00,529,2803,4,2,0,0.5,10510,26.14754061,91.72797041
2016-10-04 14:57:00,426,470,4,2,0,1.0,2638,26.14901995,91.7395035
2016-10-04 14:57:00,1346,2009,4,2,0,1.0,9198,26.14747299,91.72804914
2016-10-04 14:57:00,1169,3103,5,2,0,1.0,15758,26.14749998,91.72797778
2016-10-04 14:57:00,606,690,5,2,0,1.0,7886,26.13795775,91.74099445
2016-10-04 14:57:00,753,1322,4,2,0,0.3,14446,26.14754886,91.72799519
2016-10-04 14:57:00,727,1200,4,2,0,1.0,5262,26.14001386,91.73099967
2016-10-04 14:57:00,1267,2937,7,3,0,0.5,13134,26.14749053,91.72799688
2016-10-04 14:57:00,192,577,3,2,0,0.5,14,26.14453614,91.73617216
2016-10-04 15:30:00,581,690,2,1,0,1.0,7887,26.13795775,91.74099445
2016-10-04 15:30:00,294,387,2,1,0,1.0,1327,26.14449459,91.73620513
2016-10-04 15:30:00,1300,1920,3,1,0,1.0,17071,26.15050395,91.73353109
2016-10-04 15:30:00,1288,2009,3,1,0,0.5,9199,26.14747299,91.72804914
2016-10-04 15:30:00,1127,3103,3,1,0,1.0,15759,26.14749998,91.72797778
2016-10-04 15:30:00,716,1322,2,1,0,1.0,14447,26.14754886,91.72799519
2016-10-04 15:30:00,411,470,3,1,0,1.0,2639,26.14901995,91.7395035
2016-10-04 15:30:00,338,485,3,1,0,1.0,6575,26.14004753,91.73097233
2016-10-04 15:30:00,572,687,3,2,0,1.0,3951,20.0000347,78.00000286
2016-10-04 15:30:00,165,577,2,1,0,1.0,15,26.14453614,91.73617216
2016-10-04 15:30:00,1213,2937,4,2,0,1.0,13135,26.14749053,91.72799688
2016-10-04 15:30:00,678,1200,3,1,0,1.0,5263,26.14001386,91.73099967
2016-10-04 15:30:00,511,2803,2,1,0,1.0,10511,26.14754061,91.72797041
2016-10-04 15:30:00,2839,3883,4,1,0,1.0,11823,26.14749943,91.72800489
2016-10-04 16:04:00,534,690,2,1,0,1.0,7888,26.13795775,91.74099445
2016-10-04 16:04:00,317,485,2,1,0,1.0,6576,26.14004753,91.73097233
2016-10-04 16:04:00,270,387,1,1,0,1.0,1328,26.14449459,91.73620513
2016-10-04 16:04:00,1121,2937,3,2,0,1.5,13136,26.14749053,91.72799688
2016-10-04 16:04:00,664,1322,2,1,0,0.5,14448,26.14754886,91.72799519
2016-10-04 16:04:00,648,1200,3,1,0,0.5,5264,26.14001386,91.73099967
2016-10-04 16:04:00,511,687,3,1,0,1.0,3952,20.0000347,78.00000286
2016-10-04 16:04:00,461,2803,3,2,0,1.0,10512,26.14754061,91.72797041
2016-10-04 16:04:00,162,577,1,1,0,0.5,16,26.14453614,91.73617216
2016-10-04 16:04:00,376,470,3,1,0,0.5,2640,26.14901995,91.7395035
2016-10-04 16:04:00,1019,3103,3,1,0,1.0,15760,26.14749998,91.72797778
2016-10-04 16:04:00,1218,1920,3,1,0,1.0,17072,26.15050395,91.73353109
2016-10-04 16:04:00,1175,2009,3,1,0,0.3,9200,26.14747299,91.72804914
2016-10-04 16:04:00,2656,3883,2,1,0,0.5,11824,26.14749943,91.72800489
2016-10-04 16:31:00,143,577,2,2,0,1.0,17,26.14453614,91.73617216
2016-10-04 16:31:00,618,1322,2,1,0,1.5,14449,26.14754886,91.72799519
2016-10-04 16:31:00,1015,2937,2,1,0,1.0,13137,26.14749053,91.72799688
2016-10-04 16:31:00,936,3103,2,1,0,0.5,15761,26.14749998,91.72797778
2016-10-04 16:31:00,1089,2009,2,1,0,1.0,9201,26.14747299,91.72804914
2016-10-04 16:31:00,2359,3883,3,1,0,1.0,11825,26.14749943,91.72800489
2016-10-04 16:31:00,1075,1920,2,1,0,1.5,17073,26.15050395,91.73353109
2016-10-04 16:31:00,245,387,2,1,0,1.0,1329,26.14449459,91.73620513
2016-10-04 16:31:00,406,2803,2,1,0,1.5,10513,26.14754061,91.72797041
2016-10-04 16:31:00,466,690,2,2,0,0.3,7889,26.13795775,91.74099445
2016-10-04 16:31:00,471,687,2,1,0,1.0,3953,20.0000347,78.00000286
2016-10-04 16:31:00,325,470,2,1,0,1.0,2641,26.14901995,91.7395035
2016-10-04 16:31:00,304,485,2,1,0,1.0,6577,26.14004753,91.73097233
2016-10-04 16:31:00,565,1200,2,2,0,0.3,5265,26.14001386,91.73099967
2016-10-05 07:57:00,282,687,2,1,0,0.5,3954,20.0000347,78.00000286
2016-10-05 07:57:00,453,1322,2,1,0,1.0,14450,26.14754886,91.72799519
2016-10-05 07:57:00,246,2803,2,1,0,0.5,10514,26.14754061,91.72797041
2016-10-05 07:57:00,735,2009,2,1,0,0.5,9202,26.14747299,91.72804914
2016-10-05 07:57:00,602,1920,2,1,0,1.0,17074,26.15050395,91.73353109
2016-10-05 07:57:00,54,577,1,1,0,1.0,18,26.14453614,91.73617216
2016-10-05 07:57:00,1104,3883,3,1,0,1.0,11826,26.14749943,91.72800489
2016-10-05 07:57:00,650,3103,2,1,0,0.5,15762,26.14749998,91.72797778
2016-10-05 07:57:00,146,387,2,1,0,1.0,1330,26.14449459,91.73620513
2016-10-05 07:57:00,268,485,2,1,0,1.0,6578,26.14004753,91.73097233
2016-10-05 07:57:00,127,470,1,1,0,1.0,2642,26.14901995,91.7395035
2016-10-05 07:57:00,594,2937,2,1,0,1.0,13138,26.14749053,91.72799688
2016-10-05 07:57:00,229,1200,2,2,0,1.0,5266,26.14001386,91.73099967
2016-10-05 07:57:00,180,690,2,1,0,1.0,7890,26.13795775,91.74099445
2016-10-05 08:30:00,487,1322,2,1,0,1.0,14451,26.14754886,91.72799519
2016-10-05 08:30:00,333,1200,2,1,0,0.3,5267,26.14001386,91.73099967
2016-10-05 08:30:00,294,690,2,1,0,1.0,7891,26.13795775,91.74099445
2016-10-05 08:30:00,59,577,1,2,0,1.0,19,26.14453614,91.73617216
2016-10-05 08:30:00,1599,3883,2,1,0,1.0,11827,26.14749943,91.72800489
2016-10-05 08:30:00,169,387,2,1,0,1.0,1331,26.14449459,91.73620513
2016-10-05 08:30:00,779,1920,2,1,0,0.5,17075,26.15050395,91.73353109
2016-10-05 08:30:00,817,2009,2,1,0,1.0,9203,26.14747299,91.72804914
2016-10-05 08:30:00,326,2803,2,1,0,1.0,10515,26.14754061,91.72797041
2016-10-05 08:30:00,760,3103,2,1,0,1.0,15763,26.14749998,91.72797778
2016-10-05 08:30:00,273,485,1,1,0,1.0,6579,26.14004753,91.73097233
2016-10-05 08:30:00,201,470,2,1,0,1.5,2643,26.14901995,91.7395035
2016-10-05 08:30:00,736,2937,2,1,0,1.5,13139,26.14749053,91.72799688
2016-10-05 08:30:00,330,687,2,1,0,1.0,3955,20.0000347,78.00000286
2016-10-05 09:04:00,896,3103,4,2,0,1.0,15764,26.14749998,91.72797778
2016-10-05 09:04:00,419,2803,2,1,0,1.0,10516,26.14754061,91.72797041
2016-10-05 09:04:00,424,690,2,1,0,1.0,7892,26.13795775,91.74099445
2016-10-05 09:04:00,293,485,2,1,0,1.0,6580,26.14004753,91.73097233
2016-10-05 09:04:00,949,2009,2,1,0,1.0,9204,26.14747299,91.72804914
2016-10-05 09:04:00,395,687,3,2,0,0.3,3956,20.0000347,78.00000286
2016-10-05 09:04:00,2142,3883,3,1,0,1.0,11828,26.14749943,91.72800489
2016-10-05 09:04:00,554,1322,2,1,0,0.5,14452,26.14754886,91.72799519
2016-10-05 09:04:00,928,2937,3,1,0,0.3,13140,26.14749053,91.72799688
2016-10-05 09:04:00,470,1200,2,1,0,0.5,5268,26.14001386,91.73099967
2016-10-05 09:04:00,975,1920,4,2,0,1.0,17076,26.15050395,91.73353109
2016-10-05 09:04:00,211,387,2,1,0,0.5,1332,26.14449459,91.73620513
2016-10-05 09:04:00,71,577,2,1,0,1.0,20,26.14453614,91.73617216
2016-10-05 09:04:00,283,470,2,1,0,1.0,2644,26.14901995,91.7395035
2016-10-05 09:30:00,317,485,2,1,0,1.0,6581,26.14004753,91.73097233
2016-10-05 09:30:00,1090,2009,3,2,0,1.0,9205,26.14747299,91.72804914
2016-10-05 09:30:00,1138,1920,3,1,0,1.0,17077,26.15050395,91.73353109
2016-10-05 09:30:00,256,387,3,1,0,0.5,1333,26.14449459,91.73620513
2016-10-05 09:30:00,1083,2937,4,2,0,1.0,13141,26.14749053,91.72799688
2016-10-05 09:30:00,2552,3883,3,1,0,1.0,11829,26.14749943,91.72800489
2016-10-05 09:30:00,347,470,2,1,0,0.3,2645,26.14901995,91.7395035
2016-10-05 09:30:00,83,577,2,2,0,1.0,21,26.14453614,91.73617216
2016-10-05 09:30:00,464,687,2,1,0,1.0,3957,20.0000347,78.00000286
2016-10-05 09:30:00,1003,3103,3,1,0,1.0,15765,26.14749998,91.72797778
2016-10-05 09:30:00,584,1200,3,1,0,1.0,5269,26.14001386,91.73099967
2016-10-05 09:30:00,626,1322,3,1,0,1.0,14453,26.14754886,91.72799519
2016-10-05 09:30:00,478,2803,3,1,0,0.3,10517,26.14754061,91.72797041
2016-10-05 09:30:00,510,690,2,1,0,1.0,7893,26.13795775,91.74099445
2016-10-05 10:04:00,339,485,3,1,0,1.5,6582,26.14004753,91.73097233
2016-10-05 10:04:00,1221,2937,4,1,0,1.5,13142,26.14749053,91.72799688
2016-10-05 10:04:00,1246,2009,5,2,0,1.0,9206,26.14747299,91.72804914
2016-10-05 10:04:00,699,1200,5,2,0,1.0,5270,26.14001386,91.73099967
2016-10-05 10:04:00,710,1322,3,1,0,1.0,14454,26.14754886,91.72799519
2016-10-05 10:04:00,1306,1920,4,1,0,1.5,17078,26.15050395,91.73353109
2016-10-05 10:04:00,572,690,3,1,0,1.0,7894,26.13795775,91.74099445
2016-10-05 10:04:00,310,387,3,1,0,1.0,1334,26.14449459,91.73620513
2016-10-05 10:04:00,536,687,4,1,0,1.0,3958,20.0000347,78.00000286
2016-10-05 10:04:00,114,577,3,1,0,1.0,22,26.14453614,91.73617216
2016-10-05 10:04:00,1112,3103,4,1,0,0.5,15766,26.14749998,91.72797778
2016-10-05 10:04:00,383,470,3,1,0,0.5,2646,26.14901995,91.7395035
2016-10-05 10:04:00,2957,3883,4,1,0,1.0,11830,26.14749943,91.72800489
2016-10-05 10:04:00,547,2803,4,2,0,1.0,10518,26.14754061,91.72797041
2016-10-05 10:30:00,404,470,4,2,0,0.5,2647,26.14901995,91.7395035
2016-10-05 10:30:00,1379,1920,5,2,0,1.0,17079,26.15050395,91.73353109
